Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,
2025-12-05 14:51:00+00:00,686.4299926757812,686.6699829101562,686.2100219726562,686.4400024414062,232990
2025-12-05 14:52:00+00:00,686.6900024414062,686.7550048828125,686.4334716796875,686.4334716796875,131351
2025-12-05 14:53:00+00:00,686.9099731445312,686.97998046875,686.6849975585938,686.6849975585938,185349
2025-12-05 14:54:00+00:00,686.9299926757812,687.030029296875,686.8699951171875,686.9199829101562,152241
2025-12-05 14:55:00+00:00,686.8397216796875,687.010009765625,686.739990234375,686.9299926757812,314461
2025-12-05 14:56:00+00:00,686.625,686.9349975585938,686.5499877929688,686.844970703125,116618
2025-12-05 14:57:00+00:00,686.760009765625,686.760009765625,686.5650024414062,686.6199951171875,99995
2025-12-05 14:58:00+00:00,686.7550048828125,686.8699951171875,686.7100219726562,686.77001953125,101752
2025-12-05 14:59:00+00:00,686.89501953125,686.9199829101562,686.6699829101562,686.760009765625,160411
2025-12-05 15:00:00+00:00,686.8699951171875,687.22998046875,686.739990234375,686.9199829101562,248416
2025-12-05 15:01:00+00:00,687.1199951171875,687.1300048828125,686.7249755859375,686.8699951171875,198443
2025-12-05 15:02:00+00:00,687.5900268554688,687.6099243164062,687.0800170898438,687.1284790039062,307657
2025-12-05 15:03:00+00:00,687.530029296875,687.77001953125,687.510009765625,687.5800170898438,278823
2025-12-05 15:04:00+00:00,687.6256103515625,687.6400146484375,687.4000244140625,687.5399780273438,277176
2025-12-05 15:05:00+00:00,687.75,687.8699951171875,687.5900268554688,687.6199951171875,410670
2025-12-05 15:06:00+00:00,687.8400268554688,688.0050048828125,687.7550048828125,687.7550048828125,260213
2025-12-05 15:07:00+00:00,687.6599731445312,687.8900146484375,687.5900268554688,687.8400268554688,185278
2025-12-05 15:08:00+00:00,687.6500244140625,687.7550048828125,687.5501098632812,687.6599731445312,159674
2025-12-05 15:09:00+00:00,687.780029296875,687.905029296875,687.6300048828125,687.6500244140625,151764
2025-12-05 15:10:00+00:00,687.9299926757812,688.010009765625,687.780029296875,687.780029296875,166452
2025-12-05 15:11:00+00:00,687.8800048828125,687.9400024414062,687.7999877929688,687.9299926757812,108031
2025-12-05 15:12:00+00:00,688.1400146484375,688.1500244140625,687.77001953125,687.8800048828125,200620
2025-12-05 15:13:00+00:00,688.1799926757812,688.25,688.1500244140625,688.1500244140625,299546
2025-12-05 15:14:00+00:00,688.2128295898438,688.22998046875,688.010009765625,688.1865234375,203212
2025-12-05 15:15:00+00:00,688.030029296875,688.260009765625,687.9450073242188,688.239990234375,163317
2025-12-05 15:16:00+00:00,688.125,688.25,688.010009765625,688.030029296875,126598
2025-12-05 15:17:00+00:00,688.2650146484375,688.2999877929688,688.1201171875,688.1300048828125,127321
2025-12-05 15:18:00+00:00,688.030029296875,688.280029296875,687.9600219726562,688.27001953125,134959
2025-12-05 15:19:00+00:00,687.9099731445312,688.0399780273438,687.8300170898438,688.030029296875,216497
2025-12-05 15:20:00+00:00,687.969970703125,688.0288696289062,687.760009765625,687.9249877929688,201022
2025-12-05 15:21:00+00:00,688.1400146484375,688.27001953125,687.969970703125,687.969970703125,108454
2025-12-05 15:22:00+00:00,688.2050170898438,688.22998046875,688.0250244140625,688.1500244140625,104873
2025-12-05 15:23:00+00:00,688.1599731445312,688.2849731445312,688.1500244140625,688.2000122070312,77001
2025-12-05 15:24:00+00:00,688.1671142578125,688.1900024414062,688.0900268554688,688.1699829101562,152626
2025-12-05 15:25:00+00:00,688.1199951171875,688.1799926757812,688.0399780273438,688.1799926757812,130861
2025-12-05 15:26:00+00:00,687.844970703125,688.125,687.8350219726562,688.1199951171875,126952
2025-12-05 15:27:00+00:00,687.6699829101562,687.89501953125,687.64990234375,687.8599853515625,186210
2025-12-05 15:28:00+00:00,687.7999877929688,687.8049926757812,687.5809936523438,687.6699829101562,127082
2025-12-05 15:29:00+00:00,687.885009765625,687.9099731445312,687.7000122070312,687.780029296875,90063
2025-12-05 15:30:00+00:00,688.010009765625,688.1099853515625,687.8499755859375,687.8800048828125,155930
2025-12-05 15:31:00+00:00,688.1500244140625,688.1500244140625,687.989990234375,688.02001953125,92493
2025-12-05 15:32:00+00:00,688.3250122070312,688.3900146484375,688.1300048828125,688.1500244140625,158270
2025-12-05 15:33:00+00:00,688.236572265625,688.3200073242188,688.1599731445312,688.3049926757812,187801
2025-12-05 15:34:00+00:00,688.2999877929688,688.3099975585938,688.1699829101562,688.239990234375,79371
2025-12-05 15:35:00+00:00,688.2000122070312,688.3400268554688,688.1599731445312,688.3099975585938,115156
2025-12-05 15:36:00+00:00,688.219970703125,688.280029296875,688.0050048828125,688.2100219726562,79930
2025-12-05 15:37:00+00:00,688.1799926757812,688.2899780273438,688.1400146484375,688.2100219726562,58771
2025-12-05 15:38:00+00:00,687.8900146484375,688.1799926757812,687.8800048828125,688.1699829101562,127220
2025-12-05 15:39:00+00:00,687.9099731445312,688.0499877929688,687.8699951171875,687.8900146484375,198906
2025-12-05 15:40:00+00:00,687.7999877929688,687.98779296875,687.760009765625,687.9155883789062,106249
2025-12-05 15:41:00+00:00,687.72998046875,687.8900146484375,687.6699829101562,687.7899780273438,161249
2025-12-05 15:42:00+00:00,687.7999267578125,687.8300170898438,687.6900024414062,687.739990234375,104377
2025-12-05 15:43:00+00:00,687.6599731445312,687.9598999023438,687.6500244140625,687.7999877929688,87687
2025-12-05 15:44:00+00:00,687.7100219726562,687.780029296875,687.5800170898438,687.6500244140625,143853
2025-12-05 15:45:00+00:00,687.3699951171875,687.7000122070312,687.3599853515625,687.7000122070312,155281
2025-12-05 15:46:00+00:00,687.7098999023438,687.739990234375,687.260009765625,687.3599853515625,131174
2025-12-05 15:47:00+00:00,688.0399780273438,688.0900268554688,687.6900024414062,687.719970703125,148553
2025-12-05 15:48:00+00:00,688.1599731445312,688.1599731445312,687.97998046875,688.0399780273438,88795
2025-12-05 15:49:00+00:00,687.969970703125,688.1599731445312,687.8900146484375,688.1599731445312,130604
2025-12-05 15:50:00+00:00,687.8099975585938,687.9749755859375,687.669921875,687.9600219726562,117104
2025-12-05 15:51:00+00:00,687.39501953125,687.8800048828125,687.3300170898438,687.8099975585938,137672
2025-12-05 15:52:00+00:00,687.1085205078125,687.4849853515625,686.9500122070312,687.3800048828125,208269
2025-12-05 15:53:00+00:00,687.2750854492188,687.280029296875,686.9400024414062,687.1099853515625,294812
2025-12-05 15:54:00+00:00,687.2000122070312,687.4420166015625,687.1300048828125,687.27001953125,162591
2025-12-05 15:55:00+00:00,686.8800048828125,687.1967163085938,686.8499755859375,687.1799926757812,174362
2025-12-05 15:56:00+00:00,686.4500122070312,686.8900146484375,686.3599853515625,686.8699951171875,403349
2025-12-05 15:57:00+00:00,686.530029296875,686.7899780273438,686.260009765625,686.4299926757812,321037
2025-12-05 15:58:00+00:00,686.5902709960938,686.739990234375,686.3800048828125,686.530029296875,236662
2025-12-05 15:59:00+00:00,686.6699829101562,686.7999877929688,686.4949951171875,686.5900268554688,140412
2025-12-05 16:00:00+00:00,686.9799194335938,687.1199951171875,686.6099853515625,686.6699829101562,160267
2025-12-05 16:01:00+00:00,686.7554931640625,687.0,686.5775146484375,686.969970703125,108747
2025-12-05 16:02:00+00:00,686.6649780273438,686.780029296875,686.5499877929688,686.72998046875,72516
2025-12-05 16:03:00+00:00,686.6500244140625,686.760009765625,686.5167846679688,686.6558227539062,146951
2025-12-05 16:04:00+00:00,686.6400146484375,686.8400268554688,686.5900268554688,686.6699829101562,71554
2025-12-05 16:05:00+00:00,686.7100219726562,686.739990234375,686.530029296875,686.5999755859375,60939
2025-12-05 16:06:00+00:00,686.8237915039062,686.9849853515625,686.6599731445312,686.719970703125,108021
2025-12-05 16:07:00+00:00,686.5100708007812,686.8499755859375,686.3699951171875,686.8300170898438,134231
2025-12-05 16:08:00+00:00,686.5599975585938,686.6500244140625,686.469970703125,686.530029296875,159511
2025-12-05 16:09:00+00:00,686.4349975585938,686.5900268554688,686.3499755859375,686.5599975585938,129755
2025-12-05 16:10:00+00:00,686.3298950195312,686.5,686.239990234375,686.4349975585938,142362
2025-12-05 16:11:00+00:00,686.4600219726562,686.6199951171875,686.0700073242188,686.2999877929688,203096
2025-12-05 16:12:00+00:00,686.4500122070312,686.5399780273438,686.3699951171875,686.4550170898438,63816
2025-12-05 16:13:00+00:00,686.5900268554688,686.6099853515625,686.3200073242188,686.4500122070312,123803
2025-12-05 16:14:00+00:00,686.1199951171875,686.5800170898438,686.1119995117188,686.5800170898438,120561
2025-12-05 16:15:00+00:00,686.010009765625,686.1751708984375,685.8800048828125,686.0999755859375,525753
2025-12-05 16:16:00+00:00,685.9149780273438,686.030029296875,685.77001953125,686.02001953125,250313
2025-12-05 16:17:00+00:00,686.1300048828125,686.1699829101562,685.7000122070312,685.9099731445312,149319
2025-12-05 16:18:00+00:00,686.026611328125,686.22998046875,685.8800048828125,686.1298828125,107052
2025-12-05 16:19:00+00:00,685.9400024414062,686.0808715820312,685.7750244140625,686.0399780273438,158945
2025-12-05 16:20:00+00:00,686.02001953125,686.0750122070312,685.75,685.9299926757812,137298
2025-12-05 16:21:00+00:00,686.2000122070312,686.3099975585938,685.9299926757812,686.010009765625,101434
2025-12-05 16:26:00+00:00,686.6099853515625,686.719970703125,686.4299926757812,686.5499877929688,545972
2025-12-05 16:27:00+00:00,686.530029296875,686.6300048828125,686.3599853515625,686.5700073242188,84185
2025-12-05 16:28:00+00:00,686.0900268554688,686.52001953125,685.969970703125,686.52001953125,144500
2025-12-05 16:29:00+00:00,685.9561767578125,686.1185302734375,685.8800048828125,686.0888061523438,75629
2025-12-05 16:30:00+00:00,685.7100219726562,685.9500122070312,685.5999755859375,685.9500122070312,175442
2025-12-05 16:31:00+00:00,685.2650146484375,685.75,685.1849975585938,685.719970703125,410727
2025-12-05 16:32:00+00:00,685.530029296875,685.5399780273438,685.0999755859375,685.2650146484375,269118
2025-12-05 16:33:00+00:00,685.6500244140625,685.780029296875,685.3599853515625,685.5349731445312,163026
2025-12-05 16:34:00+00:00,685.510009765625,685.7999877929688,685.3001098632812,685.6599731445312,201810
2025-12-05 16:35:00+00:00,685.780029296875,685.7999267578125,685.4349975585938,685.510009765625,103720
2025-12-05 16:36:00+00:00,685.530029296875,685.85498046875,685.4299926757812,685.7899780273438,94944
2025-12-05 16:37:00+00:00,685.52001953125,685.5599975585938,685.1799926757812,685.5399780273438,92636
2025-12-05 16:38:00+00:00,685.5650024414062,685.5800170898438,685.2550048828125,685.5150146484375,90448
2025-12-05 16:39:00+00:00,685.3800048828125,685.6599731445312,685.3599853515625,685.5599975585938,96672
2025-12-05 16:40:00+00:00,685.1799926757812,685.405029296875,685.1400146484375,685.3900146484375,116461
2025-12-05 16:41:00+00:00,685.260009765625,685.2999877929688,685.02001953125,685.1699829101562,118365
2025-12-05 16:42:00+00:00,685.4299926757812,685.52001953125,685.1500244140625,685.260009765625,112512
2025-12-05 16:43:00+00:00,685.4304809570312,685.6900024414062,685.3800048828125,685.4299926757812,87560
2025-12-05 16:44:00+00:00,685.380126953125,685.469970703125,685.2899780273438,685.4155883789062,85629
2025-12-05 16:45:00+00:00,685.75,685.77001953125,685.3599853515625,685.3900146484375,92936
2025-12-05 16:46:00+00:00,685.6868286132812,685.780029296875,685.5599975585938,685.75,62268
2025-12-05 16:47:00+00:00,685.4500122070312,685.7949829101562,685.3049926757812,685.6799926757812,71799
2025-12-05 16:48:00+00:00,685.4199829101562,685.625,685.3800048828125,685.4199829101562,90251
2025-12-05 16:49:00+00:00,685.7249755859375,685.7249755859375,685.3200073242188,685.4400024414062,136652
2025-12-05 16:50:00+00:00,685.5800170898438,685.780029296875,685.5,685.719970703125,90347
2025-12-05 16:51:00+00:00,685.8699951171875,685.8699951171875,685.5,685.594970703125,91586
2025-12-05 16:52:00+00:00,686.030029296875,686.0700073242188,685.875,685.8800048828125,145009
2025-12-05 16:53:00+00:00,686.14990234375,686.1599731445312,685.9400024414062,686.030029296875,164984
2025-12-05 16:54:00+00:00,686.25,686.3099975585938,686.0499877929688,686.1599731445312,72867
2025-12-05 16:55:00+00:00,686.25,686.25,686.0800170898438,686.239990234375,99181
2025-12-05 16:56:00+00:00,686.3900146484375,686.4400024414062,686.2249755859375,686.2498779296875,97414
2025-12-05 16:57:00+00:00,686.4199829101562,686.47998046875,686.3400268554688,686.39501953125,252308
2025-12-05 16:58:00+00:00,686.5999755859375,686.6400146484375,686.3300170898438,686.4199829101562,108635
2025-12-05 16:59:00+00:00,686.02001953125,686.635009765625,686.010009765625,686.5999755859375,173711
2025-12-05 17:00:00+00:00,686.0499877929688,686.1755981445312,685.8599853515625,686.02001953125,110094
2025-12-05 17:01:00+00:00,685.7899780273438,686.0599975585938,685.6500244140625,686.0599975585938,145488
2025-12-05 17:02:00+00:00,685.885009765625,685.9500122070312,685.5900268554688,685.77001953125,91433
2025-12-05 17:03:00+00:00,686.0800170898438,686.0999755859375,685.8599853515625,685.8800048828125,80971
2025-12-05 17:04:00+00:00,685.9000244140625,686.260009765625,685.9000244140625,686.0700073242188,78739
2025-12-05 17:05:00+00:00,685.8800048828125,685.97998046875,685.8099975585938,685.8800048828125,52921
2025-12-05 17:08:00+00:00,685.5800170898438,685.64501953125,685.52001953125,685.530029296875,195327
2025-12-05 17:09:00+00:00,685.7150268554688,685.7349853515625,685.469970703125,685.5800170898438,59045
2025-12-05 17:10:00+00:00,685.5399780273438,685.739990234375,685.52001953125,685.72998046875,55563
2025-12-05 17:11:00+00:00,685.4099731445312,685.5250244140625,685.25,685.5250244140625,108590
2025-12-05 17:12:00+00:00,685.469970703125,685.5900268554688,685.3400268554688,685.4000244140625,148514
2025-12-05 17:13:00+00:00,685.344970703125,685.510009765625,685.2899780273438,685.4400024414062,138319
2025-12-05 17:14:00+00:00,685.340087890625,685.52001953125,685.2999877929688,685.3300170898438,96278
2025-12-05 17:15:00+00:00,685.3900146484375,685.47998046875,685.239990234375,685.3400268554688,90110
2025-12-05 17:16:00+00:00,685.4600219726562,685.5,685.3200073242188,685.3900146484375,48332
2025-12-05 17:17:00+00:00,685.47998046875,685.5900268554688,685.3900146484375,685.469970703125,94507
2025-12-05 17:18:00+00:00,685.3800048828125,685.5750122070312,685.3200073242188,685.5,51059
2025-12-05 17:19:00+00:00,685.4500122070312,685.489990234375,685.3300170898438,685.3599853515625,56356
2025-12-05 17:20:00+00:00,685.5800170898438,685.6400146484375,685.4000244140625,685.469970703125,86836
2025-12-05 17:21:00+00:00,685.469970703125,685.5900268554688,685.3499755859375,685.5900268554688,60721
2025-12-05 17:22:00+00:00,685.3701171875,685.5999755859375,685.3200073242188,685.4500122070312,119170
2025-12-05 17:23:00+00:00,685.469970703125,685.5250244140625,685.344970703125,685.375,67181
2025-12-05 17:24:00+00:00,685.5999755859375,685.6500244140625,685.3900146484375,685.47998046875,44281
2025-12-05 17:25:00+00:00,685.5858764648438,685.6900024414062,685.47998046875,685.5999755859375,75979
2025-12-05 17:26:00+00:00,685.4600219726562,685.5999755859375,685.4000244140625,685.5850219726562,43973
2025-12-05 17:27:00+00:00,685.5750122070312,685.614990234375,685.4000244140625,685.4598999023438,56227
2025-12-05 17:28:00+00:00,685.4000244140625,685.6400146484375,685.3699951171875,685.5900268554688,59052
2025-12-05 17:29:00+00:00,685.3900146484375,685.4500122070312,685.3499755859375,685.3699951171875,56890
2025-12-05 17:30:00+00:00,685.3900146484375,685.52001953125,685.3499755859375,685.4099731445312,45813
2025-12-05 17:31:00+00:00,685.260009765625,685.4299926757812,685.1699829101562,685.4000244140625,117669
2025-12-05 17:32:00+00:00,685.1199951171875,685.3699951171875,685.1099853515625,685.2999877929688,73174
2025-12-05 17:33:00+00:00,685.0700073242188,685.1799926757812,685.0,685.0900268554688,99633
2025-12-05 17:34:00+00:00,685.02001953125,685.1300048828125,684.969970703125,685.0599975585938,116354
2025-12-05 17:35:00+00:00,684.8200073242188,685.010009765625,684.780029296875,685.010009765625,190028
2025-12-05 17:36:00+00:00,684.6867065429688,684.8800048828125,684.6799926757812,684.8499755859375,120330
2025-12-05 17:37:00+00:00,685.0347900390625,685.1300048828125,684.5800170898438,684.6900024414062,138829
2025-12-05 17:38:00+00:00,685.2100219726562,685.239990234375,684.969970703125,685.0499267578125,80845
2025-12-05 17:39:00+00:00,685.239990234375,685.2999877929688,685.1300048828125,685.22998046875,106994
2025-12-05 17:40:00+00:00,684.9349975585938,685.280029296875,684.9000244140625,685.2249755859375,65854
2025-12-05 17:41:00+00:00,685.0499877929688,685.0999755859375,684.8800048828125,684.9199829101562,79880
2025-12-05 17:42:00+00:00,685.0599975585938,685.1099853515625,684.9450073242188,685.0399780273438,42299
2025-12-05 17:43:00+00:00,685.135009765625,685.1900024414062,684.9650268554688,685.0399780273438,120618
2025-12-05 17:44:00+00:00,685.260009765625,685.3300170898438,685.090087890625,685.1300048828125,110594
2025-12-05 17:45:00+00:00,685.280029296875,685.2999877929688,685.0601196289062,685.260009765625,68652
2025-12-05 17:46:00+00:00,685.3800048828125,685.52001953125,685.27001953125,685.280029296875,146622
2025-12-05 17:47:00+00:00,685.5700073242188,685.5800170898438,685.364990234375,685.375,57196
2025-12-05 17:48:00+00:00,685.3699951171875,685.6099853515625,685.3250122070312,685.5700073242188,77312
2025-12-05 17:49:00+00:00,685.4000244140625,685.4099731445312,685.3300170898438,685.3699951171875,37284
2025-12-05 17:50:00+00:00,685.7100219726562,685.75,685.3400268554688,685.4000244140625,94794
2025-12-05 17:51:00+00:00,686.010009765625,686.0349731445312,685.610107421875,685.6900024414062,168022
2025-12-05 17:52:00+00:00,686.25,686.364990234375,686.0,686.010009765625,156418
2025-12-05 17:53:00+00:00,686.27001953125,686.3699951171875,686.1699829101562,686.2550048828125,93600
2025-12-05 17:54:00+00:00,686.3599853515625,686.405029296875,686.280029296875,686.2960815429688,88330
2025-12-05 17:55:00+00:00,686.2000732421875,686.4299926757812,686.0800170898438,686.3699951171875,170923
2025-12-05 17:56:00+00:00,686.1599731445312,686.2100219726562,686.0050048828125,686.2000122070312,109049
2025-12-05 17:57:00+00:00,686.219970703125,686.239990234375,686.1199951171875,686.1599731445312,65336
2025-12-05 17:58:00+00:00,686.2449951171875,686.25,686.1699829101562,686.22998046875,54511
2025-12-05 17:59:00+00:00,686.25,686.27001953125,686.1950073242188,686.260009765625,104656
2025-12-05 18:00:00+00:00,686.3200073242188,686.4400024414062,686.22998046875,686.2449951171875,92799
2025-12-05 18:01:00+00:00,686.4000244140625,686.4199829101562,686.3150024414062,686.3250122070312,130576
2025-12-05 18:02:00+00:00,686.2960205078125,686.4199829101562,686.219970703125,686.3800048828125,61240
2025-12-05 18:03:00+00:00,686.3701171875,686.4000244140625,686.27001953125,686.3099975585938,53961
2025-12-05 18:04:00+00:00,686.4000244140625,686.4251098632812,686.27001953125,686.3800048828125,71789
2025-12-05 18:05:00+00:00,686.5800170898438,686.655029296875,686.4000244140625,686.4000244140625,142430
2025-12-05 18:06:00+00:00,686.47998046875,686.6099853515625,686.3699951171875,686.5800170898438,55767
2025-12-05 18:07:00+00:00,686.3499755859375,686.47998046875,686.3099975585938,686.47998046875,117004
2025-12-05 18:08:00+00:00,686.4550170898438,686.4849853515625,686.3400268554688,686.3400268554688,44291
2025-12-05 18:09:00+00:00,686.6799926757812,686.7000122070312,686.4600219726562,686.4600219726562,80853
2025-12-05 18:10:00+00:00,686.6500244140625,686.7050170898438,686.5549926757812,686.6799926757812,41849
2025-12-05 18:11:00+00:00,686.4500122070312,686.6599731445312,686.4500122070312,686.6400146484375,80682
2025-12-05 18:12:00+00:00,686.5750122070312,686.594970703125,686.4600219726562,686.4600219726562,51620
2025-12-05 18:13:00+00:00,686.3900146484375,686.5900268554688,686.3699951171875,686.5800170898438,200726
2025-12-05 18:14:00+00:00,686.280029296875,686.4849853515625,686.25,686.4000244140625,124908
2025-12-05 18:15:00+00:00,686.1199951171875,686.3314208984375,686.030029296875,686.2855834960938,131770
2025-12-05 18:16:00+00:00,686.260009765625,686.260009765625,686.0700073242188,686.1201171875,50707
2025-12-05 18:17:00+00:00,686.25,686.3300170898438,686.22998046875,686.25,76152
2025-12-05 18:18:00+00:00,686.0698852539062,686.27001953125,686.0499877929688,686.25,79496
2025-12-05 18:19:00+00:00,686.1199951171875,686.1400146484375,686.02001953125,686.0800170898438,26946
2025-12-05 18:20:00+00:00,685.7899780273438,686.1199951171875,685.77001953125,686.1099853515625,84921
2025-12-05 18:21:00+00:00,685.7100219726562,685.859375,685.6400146484375,685.7899780273438,198642
2025-12-05 18:22:00+00:00,685.7650146484375,685.77001953125,685.52001953125,685.6900024414062,99013
2025-12-05 18:23:00+00:00,686.0449829101562,686.0599975585938,685.77001953125,685.77001953125,116373
2025-12-05 18:24:00+00:00,685.9367065429688,686.0499877929688,685.9099731445312,686.0499877929688,49074
2025-12-05 18:25:00+00:00,686.030029296875,686.0499877929688,685.8499755859375,685.9400024414062,57326
2025-12-05 18:26:00+00:00,686.280029296875,686.3200073242188,686.0499877929688,686.0599975585938,121547
2025-12-05 18:27:00+00:00,686.35498046875,686.3900146484375,686.1799926757812,686.280029296875,78283
2025-12-05 18:28:00+00:00,686.47998046875,686.5087890625,686.2899780273438,686.3599853515625,60214
2025-12-05 18:29:00+00:00,686.5499877929688,686.6500244140625,686.4882202148438,686.4882202148438,52088
2025-12-05 18:30:00+00:00,686.75,686.8079833984375,686.5399780273438,686.5599975585938,72438
2025-12-05 18:31:00+00:00,686.625,686.8699951171875,686.614990234375,686.760009765625,171050
2025-12-05 18:32:00+00:00,686.5999755859375,686.708984375,686.510009765625,686.6199951171875,61703
2025-12-05 18:33:00+00:00,686.8300170898438,686.8599853515625,686.5700073242188,686.60498046875,247747
2025-12-05 18:34:00+00:00,686.8599853515625,686.969970703125,686.8201293945312,686.8201293945312,159214
2025-12-05 18:35:00+00:00,686.6199951171875,686.8900146484375,686.5599975585938,686.8599853515625,124878
2025-12-05 18:36:00+00:00,686.625,686.6599731445312,686.469970703125,686.6300048828125,53105
2025-12-05 18:37:00+00:00,686.6699829101562,686.780029296875,686.6099853515625,686.6199951171875,142075
2025-12-05 18:38:00+00:00,686.6699829101562,686.6900024414062,686.6199951171875,686.6699829101562,33022
2025-12-05 18:39:00+00:00,686.6400146484375,686.7000122070312,686.5850219726562,686.655029296875,33659
2025-12-05 18:40:00+00:00,686.4299926757812,686.6599731445312,686.4199829101562,686.6599731445312,75249
2025-12-05 18:41:00+00:00,686.2849731445312,686.4949951171875,686.260009765625,686.4199829101562,142777
2025-12-05 18:42:00+00:00,686.2050170898438,686.4299926757812,686.1599731445312,686.280029296875,69850
2025-12-05 18:43:00+00:00,686.1900024414062,686.260009765625,686.1500244140625,686.2100219726562,106256
2025-12-05 18:44:00+00:00,686.4014892578125,686.4299926757812,686.0800170898438,686.1799926757812,72469
2025-12-05 18:45:00+00:00,686.3099975585938,686.4686889648438,686.3099975585938,686.4000244140625,70135
2025-12-05 18:46:00+00:00,686.3599243164062,686.4000244140625,686.2249755859375,686.2999877929688,25978
2025-12-05 18:47:00+00:00,686.3189697265625,686.47998046875,686.3099975585938,686.3599853515625,61081
2025-12-05 18:48:00+00:00,686.3858032226562,686.4299926757812,686.2849731445312,686.3099975585938,89466
2025-12-05 18:49:00+00:00,686.5150146484375,686.530029296875,686.3800048828125,686.3900146484375,54812
2025-12-05 18:50:00+00:00,686.3200073242188,686.5599975585938,686.3198852539062,686.510009765625,54198
2025-12-05 18:51:00+00:00,686.219970703125,686.3099975585938,686.0999755859375,686.3099975585938,40593
2025-12-05 18:52:00+00:00,686.3099975585938,686.31640625,686.1199951171875,686.2100219726562,27779
2025-12-05 18:53:00+00:00,686.405029296875,686.469970703125,686.3099975585938,686.3099975585938,88285
2025-12-05 18:54:00+00:00,686.3599853515625,686.4149780273438,686.280029296875,686.4099731445312,23245
2025-12-05 18:55:00+00:00,686.22998046875,686.4000244140625,686.22998046875,686.3400268554688,32290
2025-12-05 18:56:00+00:00,686.3099975585938,686.3400268554688,686.1900024414062,686.239990234375,34610
2025-12-05 18:57:00+00:00,686.3200073242188,686.3499755859375,686.219970703125,686.3099975585938,32279
2025-12-05 18:58:00+00:00,686.260009765625,686.3300170898438,686.219970703125,686.3200073242188,45120
2025-12-05 18:59:00+00:00,686.1900024414062,686.2899780273438,686.1400146484375,686.25,19607
2025-12-05 19:00:00+00:00,686.010009765625,686.239990234375,685.989990234375,686.1900024414062,65934
2025-12-05 19:01:00+00:00,686.02001953125,686.0250244140625,685.8200073242188,685.9749755859375,88841
2025-12-05 19:02:00+00:00,685.9450073242188,686.0399780273438,685.87548828125,686.02001953125,57504
2025-12-05 19:03:00+00:00,686.0700073242188,686.2000122070312,685.9400024414062,685.969970703125,136302
2025-12-05 19:04:00+00:00,686.0206298828125,686.1400146484375,686.02001953125,686.0700073242188,122622
2025-12-05 19:05:00+00:00,686.0399780273438,686.0599975585938,685.9400024414062,686.0,63251
2025-12-05 19:06:00+00:00,686.1199951171875,686.1898803710938,686.030029296875,686.030029296875,128629
2025-12-05 19:07:00+00:00,686.1199951171875,686.1699829101562,686.02001953125,686.1300048828125,38769
2025-12-05 19:08:00+00:00,686.1599731445312,686.1699829101562,686.0499877929688,686.1199951171875,64615
2025-12-05 19:09:00+00:00,686.2000122070312,686.25,686.1500244140625,686.1599731445312,50001
2025-12-05 19:10:00+00:00,686.1799926757812,686.219970703125,686.10498046875,686.2100219726562,25572
